C/A,UNIT,DATE,TIME,ENTRIES,EXITS,num_turnstiles_per_group
A021,R032,08/09/2019,12:00:00,2069,9113,8
N063A,R011,12/26/2019,19:00:00,6223,9104,12
N062,R011,09/17/2019,20:00:00,2686,9088,10
A021,R032,06/28/2019,12:00:00,2110,9081,8
N063A,R011,12/19/2019,17:40:28,4104,9032,12
A021,R032,07/19/2019,12:00:00,2068,9031,8
N062,R011,11/18/2019,19:00:00,2828,9021,10
N062,R011,12/10/2019,19:00:00,2513,9011,10
A021,R032,07/26/2019,12:00:00,2053,8999,8
A021,R032,08/02/2019,12:00:00,1997,8996,8
N062,R011,02/19/2019,19:00:00,2695,8989,10
A021,R032,12/20/2019,11:00:00,2131,8990,8
N062,R011,04/09/2019,20:00:00,2611,8967,10
N062,R011,09/10/2019,20:00:00,2541,8966,10
A021,R032,07/17/2019,12:00:00,1961,8961,8
A021,R032,05/15/2019,12:00:00,1909,8945,8
N062,R011,11/07/2019,19:00:00,2935,8938,10
A021,R032,05/13/2019,12:00:00,1855,8939,8
N062,R011,07/09/2019,20:00:00,2736,8931,10
R151,R033,11/01/2019,20:00:00,8452,8918,9
N062,R011,05/14/2019,20:00:00,2887,8905,10
R151,R033,12/13/2019,19:00:00,8645,8893,9
N062,R011,09/12/2019,20:00:00,2963,8888,10
N062,R011,07/01/2019,20:00:00,2731,8878,10
N062,R011,09/09/2019,20:00:00,2693,8874,10
N062,R011,07/02/2019,20:00:00,2690,8854,10
N062,R011,10/15/2019,20:00:00,2443,8853,10
R151,R033,10/18/2019,20:00:00,7994,8852,9
N063A,R011,12/31/2019,23:00:00,6482,8843,12
N062,R011,09/26/2019,20:00:00,2853,8841,10
N062,R011,08/21/2019,20:00:00,2737,8813,10
N062,R011,02/26/2019,19:00:00,2633,8802,10
N062,R011,10/10/2019,20:00:00,2969,8798,10
N062,R011,08/05/2019,20:00:00,2783,8793,10
N062,R011,11/04/2019,19:00:00,2964,8787,10
N062,R011,11/06/2019,19:00:00,2793,8782,10
N062,R011,09/16/2019,20:00:00,2737,8780,10
N062,R011,07/23/2019,20:00:00,2660,8779,10
N062,R011,11/01/2019,20:00:00,3281,8779,10
N062,R011,10/17/2019,20:00:00,2868,8759,10
N062,R011,12/18/2019,19:00:00,2976,8752,10
R151,R033,10/25/2019,20:00:00,8615,8747,9
N062,R011,08/06/2019,20:00:00,2780,8741,10
N062,R011,07/16/2019,20:00:00,2737,8736,10
N062,R011,03/12/2019,20:00:00,2744,8733,10
N062,R011,02/14/2019,19:00:00,2685,8724,10
N062,R011,07/17/2019,20:00:00,2777,8723,10
N062,R011,05/07/2019,20:00:00,2607,8721,10
N062,R011,08/13/2019,20:00:00,2697,8700,10
A021,R032,07/03/2019,12:00:00,2088,8698,8
N062,R011,06/19/2019,20:00:00,2882,8693,10
R151,R033,10/11/2019,20:00:00,7613,8688,9
N062,R011,08/20/2019,20:00:00,2828,8686,10
A021,R032,10/09/2019,12:00:00,2074,8688,8
N062,R011,11/08/2019,19:00:00,3293,8679,10
N063A,R011,04/19/2019,20:00:00,6293,8673,12
N062,R011,12/05/2019,19:00:00,2802,8675,10
N062,R011,01/29/2019,19:00:00,2523,8668,10
R151,R033,10/19/2019,20:00:00,7118,8668,9
N062,R011,10/07/2019,20:00:00,2796,8659,10
N062,R011,05/28/2019,20:00:00,2752,8656,10
N062,R011,11/20/2019,19:00:00,2727,8651,10
N062,R011,03/05/2019,19:00:00,2621,8639,10
N062,R011,09/11/2019,20:00:00,2605,8637,10
N062,R011,11/19/2019,19:00:00,2752,8635,10
N062,R011,12/13/2019,19:00:00,3583,8629,10
N062,R011,03/06/2019,19:00:00,2699,8628,10
N062,R011,10/21/2019,20:00:00,2824,8615,10
N062,R011,03/07/2019,19:00:00,2665,8614,10
N062,R011,08/27/2019,20:00:00,2590,8607,10
N062,R011,10/24/2019,20:00:00,2931,8604,10
R151,R033,12/12/2019,19:00:00,7810,8604,9
N062,R011,09/03/2019,20:00:00,2809,8601,10
N062,R011,09/04/2019,20:00:00,2721,8600,10
R151,R033,04/25/2019,20:00:00,9101,8600,9
N062,R011,06/20/2019,20:00:00,2866,8597,10
N062,R011,09/23/2019,20:00:00,2757,8587,10
N062,R011,04/02/2019,20:00:00,2557,8585,10
R151,R033,10/24/2019,20:00:00,8787,8573,9
N062,R011,04/05/2019,20:00:00,3077,8563,10
N062,R011,11/05/2019,19:00:00,2617,8563,10
R151,R033,11/08/2019,19:00:00,8623,8560,9
N062,R011,11/14/2019,19:00:00,2844,8558,10
N062,R011,04/16/2019,20:00:00,2699,8556,10
N062,R011,08/28/2019,20:00:00,2760,8547,10
N062,R011,07/30/2019,20:00:00,2829,8542,10
N062,R011,04/25/2019,20:00:00,3045,8531,10
N062,R011,03/18/2019,20:00:00,2662,8525,10
N062,R011,07/10/2019,20:00:00,2687,8521,10
A021,R032,07/08/2019,12:00:00,1724,8522,8
N062,R011,12/16/2019,19:00:00,2796,8517,10
N062,R011,03/19/2019,20:00:00,2604,8516,10
N062,R011,07/18/2019,20:00:00,2775,8492,10
N062,R011,11/25/2019,19:00:00,2734,8492,10
N062,R011,09/27/2019,20:00:00,3250,8484,10
N062,R011,03/26/2019,20:00:00,2524,8483,10
N062,R011,08/14/2019,20:00:00,2914,8469,10
N062,R011,08/08/2019,20:00:00,2844,8468,10
A021,R032,09/30/2019,12:00:00,2041,8451,8
N062,R011,07/24/2019,20:00:00,2884,8434,10
N062,R011,07/25/2019,20:00:00,3074,8434,10
N062,R011,06/25/2019,20:00:00,2675,8431,10
N062,R011,06/11/2019,20:00:00,2827,8428,10
R151,R033,11/02/2019,20:00:00,6849,8426,9
R151,R033,11/26/2019,19:00:00,8086,8426,9
N062,R011,03/25/2019,20:00:00,2652,8419,10
N062,R011,12/04/2019,19:00:00,2878,8418,10
R151,R033,10/29/2019,20:00:00,9313,8414,9
N062,R011,02/27/2019,19:00:00,2498,8385,10
N062,R011,10/23/2019,20:00:00,2649,8382,10
N062,R011,05/01/2019,20:00:00,2658,8381,10
N062,R011,08/01/2019,20:00:00,2766,8381,10
N062,R011,11/21/2019,19:00:00,2901,8373,10
R151,R033,04/16/2019,20:00:00,7995,8369,9
N062,R011,06/10/2019,20:00:00,2853,8365,10
N062,R011,09/25/2019,20:00:00,2652,8364,10
N062,R011,04/23/2019,20:00:00,2850,8358,10
N062,R011,06/12/2019,20:00:00,2859,8351,10
R151,R033,06/27/2019,20:00:00,8213,8352,9
N062,R011,05/22/2019,20:00:00,2698,8350,10
R151,R033,11/07/2019,19:00:00,8661,8351,9
N062,R011,12/11/2019,19:00:00,2762,8349,10
N062,R011,09/18/2019,20:00:00,2695,8342,10
N062,R011,01/30/2019,19:00:00,2522,8339,10
R151,R033,06/28/2019,20:00:00,7480,8334,9
N062,R011,06/24/2019,20:00:00,2785,8331,10
N062,R011,09/13/2019,20:00:00,3088,8327,10
N062,R011,04/03/2019,20:00:00,2526,8325,10
N062,R011,03/13/2019,20:00:00,2696,8320,10
N062,R011,06/26/2019,20:00:00,2718,8320,10
N062,R011,02/06/2019,19:00:00,2564,8316,10
R151,R033,12/14/2019,19:00:00,6378,8316,8
N062,R011,08/15/2019,20:00:00,2819,8311,10
N062,R011,04/30/2019,20:00:00,2601,8308,10
N062,R011,10/18/2019,20:00:00,3255,8303,10
R151,R033,10/12/2019,20:00:00,6684,8295,9
N062,R011,04/04/2019,20:00:00,2787,8274,10
N062,R011,04/01/2019,20:00:00,2678,8273,10
N062,R011,08/26/2019,20:00:00,2614,8271,10
N062,R011,02/25/2019,19:00:00,2625,8261,10
N062,R011,09/19/2019,20:00:00,2855,8258,10
R151,R033,04/05/2019,20:00:00,7518,8255,9
N062,R011,10/11/2019,20:00:00,3426,8253,10
N062,R011,12/12/2019,19:00:00,2898,8251,10
N062,R011,10/04/2019,20:00:00,2956,8250,10
N062,R011,06/13/2019,20:00:00,2726,8240,10
R151,R033,04/18/2019,20:00:00,7716,8240,9
N062,R011,02/13/2019,19:00:00,2491,8232,10
N062,R011,09/20/2019,20:00:00,2993,8230,10
R151,R033,10/04/2019,20:00:00,7845,8230,9
N062,R011,10/01/2019,20:00:00,2769,8224,10
R151,R033,04/12/2019,20:00:00,7698,8206,9
N062,R011,02/08/2019,19:00:00,2909,8202,10
N062,R011,09/05/2019,20:00:00,2504,8200,10
N062,R011,03/20/2019,20:00:00,2495,8198,10
N062,R011,10/09/2019,20:00:00,2106,8192,10
R151,R033,11/15/2019,19:00:00,7845,8190,9
N062,R011,03/28/2019,20:00:00,2715,8186,10
R151,R033,06/07/2019,20:00:00,7114,8187,9
N062,R011,08/12/2019,20:00:00,2834,8186,10
R151,R033,06/21/2019,20:00:00,7148,8186,9
N062,R011,03/08/2019,19:00:00,3167,8183,10
N062,R011,08/22/2019,20:00:00,2651,8176,10
N062,R011,12/06/2019,19:00:00,2975,8173,10
R151,R033,01/03/2019,19:00:00,7685,8173,9
N062,R011,05/08/2019,20:00:00,2547,8172,10
N062,R011,06/05/2019,20:00:00,2650,8139,10
R151,R033,01/01/2019,19:00:00,4960,8137,9
N062,R011,05/09/2019,20:00:00,2748,8134,10
N062,R011,02/11/2019,19:00:00,2541,8126,10
R151,R033,04/17/2019,20:00:00,8725,8121,9
N062,R011,04/29/2019,20:00:00,2669,8118,10
R151,R033,10/17/2019,20:00:00,7959,8118,9
N062,R011,06/27/2019,20:00:00,3011,8116,10
N062,R011,01/22/2019,19:00:00,2577,8115,10
N062,R011,03/15/2019,20:00:00,3184,8115,10
N062,R011,02/07/2019,19:00:00,2535,8112,10
N062,R011,05/23/2019,20:00:00,2884,8112,10
N062,R011,03/27/2019,20:00:00,2555,8103,10
N062,R011,04/15/2019,20:00:00,2850,8098,10
R151,R033,07/26/2019,20:00:00,7369,8097,9
N062,R011,06/03/2019,20:00:00,2694,8095,10
R151,R033,04/23/2019,20:00:00,8687,8093,9
N062,R011,05/06/2019,20:00:00,2632,8089,10
R151,R033,03/23/2019,20:00:00,7111,8086,9
R151,R033,03/30/2019,20:00:00,6286,8078,9
N062,R011,02/28/2019,19:00:00,2685,8072,10
N062,R011,04/22/2019,20:00:00,3234,8067,10
N062,R011,03/14/2019,20:00:00,2687,8053,10
N062,R011,05/16/2019,20:00:00,2909,8053,10
R151,R033,07/11/2019,20:00:00,7945,8053,9
N062,R011,04/17/2019,20:00:00,2934,8051,10
R151,R033,10/23/2019,20:00:00,8873,8033,9
N062,R011,07/15/2019,20:00:00,2837,8022,10
N062,R011,11/22/2019,19:00:00,3137,8006,10
N062,R011,01/28/2019,19:00:00,2472,8004,10
N062,R011,03/11/2019,20:00:00,2712,8002,10
N062,R011,01/15/2019,19:00:00,2517,7999,10
N062,R011,10/25/2019,20:00:00,2859,7992,10
N062,R011,04/11/2019,20:00:00,2558,7991,10
R151,R033,09/20/2019,20:00:00,7310,7991,9
R151,R033,04/04/2019,20:00:00,7867,7990,9
N062,R011,08/29/2019,20:00:00,2637,7982,10
R151,R033,04/26/2019,20:00:00,8413,7979,9
R151,R033,11/27/2019,19:00:00,7795,7976,9
N062,R011,05/15/2019,20:00:00,2805,7970,10
R151,R033,10/22/2019,20:00:00,8713,7963,9
N062,R011,02/21/2019,19:00:00,2701,7958,10
R151,R033,08/02/2019,20:00:00,6909,7957,9
N062,R011,02/20/2019,19:00:00,2648,7953,10
R151,R033,05/18/2019,20:00:00,4735,7951,9
N062,R011,01/07/2019,19:00:00,2598,7949,10
R151,R033,03/16/2019,20:00:00,7180,7949,9
N062,R011,01/16/2019,19:00:00,2473,7946,10
N062,R011,05/02/2019,20:00:00,2663,7946,10
R151,R033,12/07/2019,19:00:00,6278,7948,8
N062,R011,07/19/2019,20:00:00,3226,7938,10
N062,R011,08/19/2019,20:00:00,2702,7931,10
R151,R033,10/05/2019,20:00:00,6551,7927,9
R151,R033,05/03/2019,20:00:00,7687,7920,9
N062,R011,07/26/2019,20:00:00,3052,7907,10
A021,R032,04/19/2019,12:00:00,1631,7907,8
R151,R033,03/22/2019,20:00:00,7428,7905,9
R151,R033,08/09/2019,20:00:00,6809,7900,9
N062,R011,06/17/2019,20:00:00,2707,7894,10
N062,R011,01/14/2019,19:00:00,2577,7882,10
N062,R011,02/01/2019,19:00:00,2817,7876,10
N062,R011,02/05/2019,19:00:00,2506,7869,10
N062,R011,01/02/2019,19:00:00,2872,7867,10
N062,R011,04/08/2019,20:00:00,2584,7851,10
R151,R033,06/20/2019,20:00:00,7485,7849,9
R151,R033,12/29/2019,19:00:00,6802,7846,9
R151,R033,05/04/2019,20:00:00,6401,7840,9
N062,R011,07/08/2019,20:00:00,2669,7838,10
N062,R011,06/06/2019,20:00:00,2850,7824,10
R151,R033,05/31/2019,20:00:00,7246,7824,9
N062,R011,10/31/2019,20:00:00,2999,7820,10
N062,R011,05/03/2019,20:00:00,2754,7817,10
N062,R011,01/10/2019,19:00:00,2624,7812,10
N062,R011,01/09/2019,19:00:00,2474,7781,10
R151,R033,07/05/2019,20:00:00,5846,7781,9
R151,R033,11/16/2019,19:00:00,6020,7776,9
R151,R033,05/29/2019,20:00:00,8938,7771,9
R151,R033,04/20/2019,20:00:00,6519,7770,9
N062,R011,12/02/2019,19:00:00,3031,7769,10
N062,R011,12/20/2019,19:00:00,3049,7754,10
N062,R011,02/22/2019,19:00:00,3135,7748,10
N062,R011,01/17/2019,19:00:00,2713,7743,10
N062,R011,09/30/2019,20:00:00,2964,7733,10
A021,R032,11/27/2019,11:00:00,1902,7730,8
R151,R033,09/27/2019,20:00:00,6994,7726,9
R151,R033,05/10/2019,20:00:00,6988,7725,9
N062,R011,01/23/2019,19:00:00,2355,7722,10
N062,R011,04/12/2019,20:00:00,2995,7721,10
R151,R033,12/06/2019,19:00:00,8210,7723,8
R151,R033,03/15/2019,20:00:00,7311,7720,9
R151,R033,07/12/2019,20:00:00,7040,7718,9
R143,R032,11/05/2019,11:00:00,1787,7716,8
R151,R033,11/21/2019,19:00:00,8264,7712,9
R151,R033,03/29/2019,20:00:00,7377,7710,9
R151,R033,05/30/2019,20:00:00,8237,7704,9
N062,R011,01/03/2019,19:00:00,2667,7700,10
R151,R033,12/11/2019,11:00:00,3690,7698,9
R151,R033,05/02/2019,20:00:00,7940,7694,9
R143,R032,11/06/2019,11:00:00,1880,7693,8
R151,R033,11/29/2019,19:00:00,6710,7690,9
R151,R033,04/27/2019,20:00:00,6545,7678,9
R151,R033,06/14/2019,20:00:00,7271,7676,9
R151,R033,07/02/2019,20:00:00,8086,7675,9
R151,R033,05/17/2019,20:00:00,7385,7670,9
N062,R011,04/24/2019,20:00:00,2871,7665,10
A021,R032,10/14/2019,12:00:00,1778,7667,8
R151,R033,12/21/2019,19:00:00,6531,7663,9
N062,R011,04/18/2019,20:00:00,2929,7659,10
R151,R033,07/25/2019,20:00:00,7613,7656,9
N062,R011,02/04/2019,19:00:00,2570,7652,10
N062,R011,01/24/2019,19:00:00,2548,7650,10
N063A,R011,07/03/2019,16:00:00,6346,7645,12
N062,R011,08/16/2019,20:00:00,2965,7644,10
N062,R011,06/04/2019,20:00:00,2702,7637,10
N062,R011,04/10/2019,20:00:00,2637,7633,10
N062,R011,01/08/2019,19:00:00,2498,7632,10
R151,R033,06/06/2019,20:00:00,7534,7632,9
R151,R033,12/05/2019,19:00:00,8223,7627,8
R151,R033,08/08/2019,20:00:00,7674,7623,9
R151,R033,04/24/2019,20:00:00,8757,7622,9
R151,R033,08/01/2019,20:00:00,7751,7622,9
N062,R011,08/02/2019,20:00:00,3017,7620,10
R151,R033,03/14/2019,20:00:00,7581,7617,9
R151,R033,11/05/2019,19:00:00,8567,7612,9
R151,R033,04/06/2019,20:00:00,6673,7610,9
R151,R033,12/12/2019,11:00:00,3586,7600,9
N062,R011,03/29/2019,20:00:00,3162,7592,10
R151,R033,03/28/2019,20:00:00,7431,7591,9
R151,R033,11/19/2019,19:00:00,7936,7588,9
R151,R033,10/10/2019,20:00:00,8014,7585,9
R143,R032,12/11/2019,11:00:00,1736,7582,8
R151,R033,12/14/2019,15:00:00,3452,7582,8
R143,R032,12/10/2019,11:00:00,1797,7581,8
N062,R011,02/15/2019,19:00:00,2958,7577,10
R143,R032,11/14/2019,11:00:00,1843,7576,8
A021,R032,07/25/2019,12:00:00,1726,7575,8
R151,R033,01/04/2019,19:00:00,7208,7571,9
R151,R033,02/22/2019,19:00:00,7460,7571,9
R143,R032,12/04/2019,11:00:00,1859,7563,8
R151,R033,05/14/2019,20:00:00,7998,7560,9
N062,R011,05/17/2019,20:00:00,3255,7557,10
N062,R011,01/11/2019,19:00:00,2831,7539,10
R151,R033,06/18/2019,20:00:00,7961,7536,9
R151,R033,03/16/2019,16:00:00,4108,7535,9
R143,R032,11/07/2019,11:00:00,1834,7534,8
R143,R032,03/06/2019,11:00:00,1898,7531,8
R151,R033,02/21/2019,19:00:00,7453,7518,9
R143,R032,03/07/2019,11:00:00,1773,7515,8
N063A,R011,05/24/2019,16:00:00,5351,7506,12
R143,R032,11/21/2019,11:00:00,1846,7503,8
R143,R032,10/23/2019,12:00:00,1904,7495,8
R151,R033,11/12/2019,11:00:00,3849,7493,9
R143,R032,11/20/2019,11:00:00,1848,7492,8
R151,R033,11/22/2019,19:00:00,8025,7490,9
R151,R033,03/08/2019,19:00:00,7528,7488,9
A021,R032,08/30/2019,12:00:00,1871,7482,8
R143,R032,11/13/2019,11:00:00,1843,7476,8
R143,R032,12/05/2019,11:00:00,1860,7471,8
N062,R011,01/31/2019,19:00:00,2407,7466,10
R143,R032,11/19/2019,11:00:00,1906,7467,8
R151,R033,11/30/2019,19:00:00,6273,7465,9
R151,R033,11/14/2019,19:00:00,7938,7459,9
R151,R033,04/13/2019,20:00:00,6129,7457,9
R143,R032,11/12/2019,11:00:00,1733,7456,8
R151,R033,03/07/2019,19:00:00,7124,7454,9
R143,R032,03/05/2019,11:00:00,1830,7452,8
R143,R032,10/30/2019,12:00:00,1974,7449,8
R143,R032,10/02/2019,12:00:00,1891,7446,8
R151,R033,01/02/2019,19:00:00,8309,7440,9
R143,R032,04/17/2019,12:00:00,1919,7438,8
R151,R033,11/06/2019,11:00:00,3948,7434,9
R151,R033,08/07/2019,20:00:00,8444,7431,9
R151,R033,04/09/2019,20:00:00,8005,7430,9
R143,R032,01/29/2019,11:00:00,1766,7428,8
R151,R033,02/19/2019,19:00:00,7508,7418,9
R143,R032,11/04/2019,11:00:00,1958,7418,8
R143,R032,02/06/2019,11:00:00,1595,7416,8
R151,R033,12/17/2019,11:00:00,3739,7414,9
R143,R032,06/27/2019,12:00:00,1902,7405,8
N063A,R011,08/30/2019,16:00:00,5285,7400,12
R151,R033,10/30/2019,12:00:00,3880,7399,9
N062,R011,05/10/2019,20:00:00,2937,7395,10
R143,R032,06/05/2019,12:00:00,1840,7390,8
R151,R033,03/05/2019,19:00:00,7231,7386,9
R151,R033,05/24/2019,20:00:00,6094,7383,9
R143,R032,06/19/2019,12:00:00,1767,7383,8
R151,R033,06/29/2019,20:00:00,6149,7380,9
R151,R033,11/06/2019,19:00:00,9234,7380,9
R151,R033,09/21/2019,20:00:00,5718,7379,9
R151,R033,07/10/2019,20:00:00,8203,7378,9
R151,R033,11/13/2019,11:00:00,3733,7378,9
R151,R033,09/26/2019,20:00:00,7595,7376,9
R151,R033,09/19/2019,20:00:00,7364,7371,9
R151,R033,06/19/2019,20:00:00,8500,7370,9
R151,R033,07/18/2019,20:00:00,7610,7368,9
R143,R032,02/26/2019,11:00:00,1797,7368,8
R143,R032,12/03/2019,11:00:00,1749,7365,8
R151,R033,10/30/2019,20:00:00,9337,7362,9
R143,R032,09/25/2019,12:00:00,1968,7361,8
N062,R011,06/07/2019,20:00:00,3092,7355,10
R151,R033,06/08/2019,20:00:00,5504,7347,9
N062,R011,08/09/2019,20:00:00,3105,7344,10
R151,R033,03/21/2019,20:00:00,7535,7340,9
R151,R033,03/23/2019,16:00:00,3931,7337,9
N062,R011,01/04/2019,19:00:00,2649,7333,10
R143,R032,02/14/2019,11:00:00,1825,7335,8
N062,R011,06/14/2019,20:00:00,3000,7332,10
R151,R033,10/15/2019,20:00:00,7504,7332,9
R143,R032,01/09/2019,11:00:00,1838,7326,8
R151,R033,11/12/2019,19:00:00,8052,7323,9
R145,R032,02/06/2019,11:00:00,1748,7323,8
N062,R011,04/26/2019,20:00:00,3121,7319,10
R151,R033,06/04/2019,20:00:00,8096,7319,9
R151,R033,05/11/2019,20:00:00,6120,7316,9
R151,R033,08/15/2019,20:00:00,7420,7316,9
N062,R011,02/12/2019,19:00:00,2503,7314,10
R143,R032,11/18/2019,11:00:00,1787,7315,8
R151,R033,12/11/2019,19:00:00,8258,7313,9
R143,R032,10/16/2019,12:00:00,1975,7313,8
R143,R032,12/09/2019,11:00:00,1588,7310,8
R151,R033,07/03/2019,20:00:00,7584,7302,9
R151,R033,09/13/2019,20:00:00,7527,7302,9
R145,R032,03/07/2019,11:00:00,2305,7299,8
R151,R033,06/25/2019,20:00:00,7604,7298,9
R151,R033,12/28/2019,15:00:00,3480,7298,9
R151,R033,07/17/2019,20:00:00,8468,7295,9
R151,R033,08/06/2019,20:00:00,7832,7294,9
R151,R033,10/16/2019,20:00:00,8437,7288,9
R151,R033,06/11/2019,20:00:00,7931,7276,9
N062,R011,06/28/2019,20:00:00,3140,7275,10
R151,R033,09/12/2019,20:00:00,7650,7275,9
R143,R032,01/10/2019,11:00:00,1708,7275,8
R143,R032,01/23/2019,11:00:00,1701,7274,8
R143,R032,07/10/2019,12:00:00,1994,7273,8
R143,R032,06/26/2019,12:00:00,1987,7270,8
R151,R033,09/06/2019,20:00:00,6765,7267,9
R151,R033,06/26/2019,20:00:00,8604,7263,9
R145,R032,10/30/2019,12:00:00,2364,7260,8
R143,R032,02/13/2019,11:00:00,1839,7257,8
R151,R033,08/16/2019,20:00:00,6424,7251,9
R143,R032,09/18/2019,12:00:00,2000,7245,8
R151,R033,10/28/2019,20:00:00,8242,7241,9
R143,R032,06/18/2019,12:00:00,1837,7240,8
R151,R033,10/03/2019,20:00:00,8179,7239,9
R143,R032,06/11/2019,12:00:00,1834,7238,8
R143,R032,03/13/2019,12:00:00,1894,7235,8
R143,R032,10/24/2019,12:00:00,1875,7235,8
R143,R032,07/11/2019,12:00:00,1920,7234,8
R143,R032,07/31/2019,12:00:00,1963,7232,8
R151,R033,05/25/2019,20:00:00,6144,7229,9
N062,R011,11/27/2019,19:00:00,2988,7227,10
R151,R033,08/14/2019,20:00:00,8017,7226,9
N063A,R011,07/05/2019,20:00:00,5595,7222,12
R143,R032,02/11/2019,11:00:00,1757,7225,8
N062,R011,05/31/2019,20:00:00,3120,7223,10
R151,R033,05/09/2019,20:00:00,7420,7220,9
R143,R032,02/20/2019,11:00:00,1705,7220,8
R151,R033,11/23/2019,19:00:00,6487,7219,9
R151,R033,08/22/2019,20:00:00,7330,7214,9
R151,R033,03/26/2019,20:00:00,7568,7213,9
R151,R033,06/13/2019,20:00:00,7580,7213,9
R143,R032,10/17/2019,12:00:00,1818,7214,8
R143,R032,04/09/2019,12:00:00,1867,7211,8
R151,R033,07/31/2019,20:00:00,8353,7210,9
R151,R033,03/01/2019,19:00:00,7043,7209,9
R143,R032,10/03/2019,12:00:00,1767,7209,8
R143,R032,06/25/2019,12:00:00,1639,7207,8
R151,R033,05/23/2019,20:00:00,7368,7200,9
R151,R033,11/04/2019,11:00:00,4021,7196,9
N062,R011,08/23/2019,20:00:00,2622,7194,10
R143,R032,05/30/2019,12:00:00,1852,7195,8
N062,R011,06/21/2019,20:00:00,2938,7192,10
R151,R033,11/13/2019,19:00:00,8602,7191,9
R151,R033,10/08/2019,20:00:00,7979,7190,9
R151,R033,07/23/2019,19:55:29,7982,7188,9
R143,R032,02/21/2019,11:00:00,1804,7188,8
R143,R032,09/24/2019,12:00:00,1954,7186,8
R145,R032,03/08/2019,11:00:00,2015,7182,8
R151,R033,11/25/2019,19:00:00,7876,7181,9
R151,R033,11/07/2019,11:00:00,3897,7180,9
R145,R032,09/25/2019,12:00:00,2357,7180,8
R143,R032,09/19/2019,12:00:00,1871,7177,8
R143,R032,01/30/2019,11:00:00,1725,7176,8
R143,R032,07/25/2019,12:00:00,2013,7175,8
R151,R033,11/02/2019,16:00:00,3902,7173,9
R143,R032,01/07/2019,11:00:00,1698,7173,8
R143,R032,06/13/2019,12:00:00,1714,7170,8
R151,R033,02/15/2019,19:00:00,6863,7168,9
R143,R032,07/24/2019,12:00:00,1953,7169,8
R143,R032,12/18/2019,11:00:00,1833,7169,8
R143,R032,06/04/2019,12:00:00,1904,7160,8
R143,R032,10/29/2019,12:00:00,1836,7156,8
R143,R032,05/08/2019,12:00:00,1818,7154,8
R143,R032,03/28/2019,12:00:00,1978,7149,8
R151,R033,04/17/2019,12:00:00,4155,7148,9
R151,R033,05/01/2019,20:00:00,8693,7144,9
R143,R032,05/29/2019,12:00:00,1900,7141,8
R143,R032,06/20/2019,12:00:00,1804,7141,8
R151,R033,12/19/2019,19:00:00,7501,7141,8
R151,R033,10/23/2019,12:00:00,3945,7137,9
R151,R033,02/16/2019,19:00:00,6646,7135,9
R143,R032,09/12/2019,12:00:00,1871,7136,8
R151,R033,04/30/2019,20:00:00,7709,7134,9
R151,R033,11/05/2019,11:00:00,3526,7134,9
R151,R033,11/20/2019,11:00:00,3705,7133,9
R151,R033,04/11/2019,20:00:00,7377,7132,9
R151,R033,12/17/2019,19:00:00,7435,7132,8
R143,R032,02/19/2019,11:00:00,1721,7128,8
R143,R032,07/16/2019,12:00:00,1848,7125,8
R143,R032,09/10/2019,12:00:00,1886,7123,8
R151,R033,05/07/2019,20:00:00,7285,7112,9
R151,R033,06/12/2019,20:00:00,8283,7112,9
N062,R011,01/18/2019,19:00:00,2772,7110,10
R143,R032,03/20/2019,12:00:00,1775,7111,8
N062,R011,07/12/2019,20:00:00,2813,7109,10
N063A,R011,12/24/2019,19:00:00,5040,7104,12
R151,R033,11/09/2019,19:00:00,6033,7105,9
R143,R032,08/13/2019,12:00:00,1704,7103,8
R151,R033,03/27/2019,20:00:00,8082,7100,9
R151,R033,07/09/2019,20:00:00,7641,7100,9
R143,R032,11/08/2019,11:00:00,1681,7101,8
R145,R032,11/12/2019,11:00:00,2417,7101,8
R145,R032,11/06/2019,11:00:00,2548,7100,8
R143,R032,04/10/2019,12:00:00,1912,7093,8
R143,R032,12/12/2019,11:00:00,1807,7093,7
R143,R032,05/22/2019,12:00:00,1875,7091,8
R151,R033,12/25/2019,19:00:00,5452,7090,9
R151,R033,07/24/2019,20:00:00,8563,7087,9
R143,R032,02/27/2019,11:00:00,1791,7085,8
R143,R032,10/10/2019,12:00:00,1870,7085,8
R143,R032,06/06/2019,12:00:00,1979,7082,8
R143,R032,07/23/2019,12:00:00,1785,7082,8
R143,R032,11/25/2019,11:00:00,1923,7078,8
R151,R033,09/28/2019,20:00:00,6294,7071,9
R151,R033,11/14/2019,11:00:00,3776,7069,9
R151,R033,11/19/2019,11:00:00,3829,7068,9
R143,R032,01/08/2019,11:00:00,1656,7068,8
R145,R032,03/06/2019,11:00:00,2233,7066,8
R151,R033,03/09/2019,19:00:00,6709,7063,9
R143,R032,05/07/2019,12:00:00,1766,7064,8
R143,R032,09/26/2019,12:00:00,1905,7064,8
R143,R032,07/09/2019,12:00:00,1902,7062,8
R143,R032,05/01/2019,12:00:00,1862,7057,8
R143,R032,09/11/2019,12:00:00,1793,7057,8
R143,R032,05/14/2019,12:00:00,1833,7054,8
R151,R033,10/29/2019,12:00:00,3820,7052,9
